TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612748,2020,00,Gabe Vincent,Gabe,gabe-vincent,2,G,6-3,200,"JUN 14, 1996",25.0,1,California-Santa Barbara,1629216,
1610612748,2020,00,Victor Oladipo,Victor,victor-oladipo,4,G,6-4,213,"MAY 04, 1992",29.0,7,Indiana,203506,
1610612748,2020,00,Precious Achiuwa,Precious,precious-achiuwa,5,F,6-8,225,"SEP 19, 1999",21.0,R,Memphis,1630173,Signed on 09/25/25
1610612748,2020,00,Goran Dragic,Goran,goran-dragic,7,G,6-3,190,"MAY 06, 1986",35.0,12,Union Olimpija,201609,
1610612748,2020,00,Trevor Ariza,Trevor,trevor-ariza,8,F,6-8,215,"JUN 30, 1985",36.0,16,UCLA,2772,
1610612748,2020,00,KZ Okpala,KZ,kz-okpala,11,F-G,6-8,215,"APR 28, 1999",22.0,1,Stanford,1629644,
1610612748,2020,00,Bam Adebayo,Bam,bam-adebayo,13,C-F,6-9,255,"JUL 18, 1997",23.0,3,Kentucky,1628389,#14 Pick in 2017 Draft
1610612748,2020,00,Tyler Herro,Tyler,tyler-herro,14,G,6-5,195,"JAN 20, 2000",21.0,1,Kentucky,1629639,#13 Pick in 2019 Draft
1610612748,2020,00,Dewayne Dedmon,Dewayne,dewayne-dedmon,21,C,7-0,245,"AUG 12, 1989",31.0,7,USC,203473,
1610612748,2020,00,Jimmy Butler III,Jimmy,jimmy-butler-iii,22,F,6-7,230,"SEP 14, 1989",31.0,9,Marquette,202710,
1610612748,2020,00,Kendrick Nunn,Kendrick,kendrick-nunn,25,G,6-2,190,"AUG 03, 1995",25.0,1,Oakland,1629134,
1610612748,2020,00,Andre Iguodala,Andre,andre-iguodala,28,G-F,6-6,215,"JAN 28, 1984",37.0,16,Arizona,2738,
1610612748,2020,00,Max Strus,Max,max-strus,31,G-F,6-5,215,"MAR 28, 1996",25.0,1,DePaul,1629622,
1610612748,2020,00,Udonis Haslem,Udonis,udonis-haslem,40,F,6-8,235,"JUN 09, 1980",41.0,17,Florida,2617,
1610612748,2020,00,Duncan Robinson,Duncan,duncan-robinson,55,F,6-7,215,"APR 22, 1994",27.0,2,Michigan,1629130,
1610612748,2020,00,Nemanja Bjelica,Nemanja,nemanja-bjelica,70,F,6-10,234,"MAY 09, 1988",33.0,5,Fenerbahce,202357,
1610612748,2020,00,Omer Yurtseven,Omer,omer-yurtseven,77,C,7-0,275,"JUN 19, 1998",23.0,R,Georgetown,1630209,
