TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612750,2012,00,Alexey Shved,Alexey,alexey-shved,1,G,6-6,182,"DEC 16, 1988",24.0,R,CSKA Moscow,203144,
1610612750,2012,00,Brandon Roy,Brandon,brandon-roy,3,G,6-6,211,"JUL 23, 1984",28.0,5,Washington,200750,
1610612750,2012,00,Derrick Williams,Derrick,derrick-williams,7,F,6-8,241,"MAY 25, 1991",22.0,1,Arizona,202682,
1610612750,2012,00,Malcolm Lee,Malcolm,malcolm-lee,8,G,6-5,200,"MAY 22, 1990",23.0,1,UCLA,202723,
1610612750,2012,00,Ricky Rubio,Ricky,ricky-rubio,9,G,6-4,180,"OCT 21, 1990",22.0,1,FC Barcelona,201937,
1610612750,2012,00,Chase Budinger,Chase,chase-budinger,10,F,6-7,218,"MAY 22, 1988",25.0,3,Arizona,201978,
1610612750,2012,00,J.J. Barea,J.J.,jj-barea,11,G,6-0,175,"JUN 26, 1984",29.0,6,Northeastern,200826,
1610612750,2012,00,Luke Ridnour,Luke,luke-ridnour,13,G,6-2,175,"FEB 13, 1981",32.0,9,Oregon,2557,
1610612750,2012,00,Nikola Pekovic,Nikola,nikola-pekovic,14,C,6-11,290,"JAN 03, 1986",27.0,2,Panathinaikos,201593,
1610612750,2012,00,Mickael Gelabale,Mickael,mickael-gelabale,15,F,6-7,215,"MAY 22, 1983",30.0,2,Real Madrid,101153,
1610612750,2012,00,Chris Johnson,Chris,chris-johnson,20,F,6-11,210,"JUL 17, 1985",27.0,2,Louisiana State,202419,
1610612750,2012,00,Dante Cunningham,Dante,dante-cunningham,33,F,6-8,230,"APR 22, 1987",26.0,3,Villanova,201967,
1610612750,2012,00,Greg Stiemsma,Greg,greg-stiemsma,34,C,6-11,260,"SEP 26, 1985",27.0,1,Wisconsin,201880,
1610612750,2012,00,Kevin Love,Kevin,kevin-love,42,F-C,6-10,260,"SEP 07, 1988",24.0,4,UCLA,201567,
1610612750,2012,00,Andrei Kirilenko,Andrei,andrei-kirilenko,47,F,6-9,235,"FEB 18, 1981",32.0,10,CSKA Moscow,1905,
