TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612761,2020,00,Freddie Gillespie,Freddie,freddie-gillespie,,F,6-9,245,"JUN 14, 1997",24.0,R,Baylor,1630273,
1610612761,2020,00,Paul Watson,Paul,paul-watson,1,G,6-6,210,"DEC 30, 1994",26.0,1,Fresno State,1628778,
1610612761,2020,00,OG Anunoby,OG,og-anunoby,3,F,6-7,232,"JUL 17, 1997",23.0,3,Indiana,1628384,
1610612761,2020,00,Stanley Johnson,Stanley,stanley-johnson,5,F-G,6-6,242,"MAY 29, 1996",25.0,5,Arizona,1626169,
1610612761,2020,00,Kyle Lowry,Kyle,kyle-lowry,7,G,6-0,196,"MAR 25, 1986",35.0,14,Villanova,200768,
1610612761,2020,00,Malachi Flynn,Malachi,malachi-flynn,8,G,6-1,175,"MAY 09, 1998",23.0,R,San Diego State,1630201,
1610612761,2020,00,Yuta Watanabe,Yuta,yuta-watanabe,18,G-F,6-9,215,"OCT 13, 1994",26.0,2,George Washington,1629139,
1610612761,2020,00,Fred VanVleet,Fred,fred-vanvleet,23,G,6-1,197,"FEB 25, 1994",27.0,4,Wichita State,1627832,
1610612761,2020,00,Khem Birch,Khem,khem-birch,24,C,6-9,233,"SEP 28, 1992",28.0,3,UNLV,203920,
1610612761,2020,00,Chris Boucher,Chris,chris-boucher,25,F-C,6-9,200,"JAN 11, 1993",28.0,3,Oregon,1628449,
1610612761,2020,00,Rodney Hood,Rodney,rodney-hood,32,G-F,6-8,208,"OCT 20, 1992",28.0,6,Duke,203918,
1610612761,2020,00,Gary Trent Jr.,Gary,gary-trent-jr,33,G-F,6-5,209,"JAN 18, 1999",22.0,2,Duke,1629018,
1610612761,2020,00,Pascal Siakam,Pascal,pascal-siakam,43,F,6-9,230,"APR 02, 1994",27.0,4,New Mexico State,1627783,
1610612761,2020,00,Aron Baynes,Aron,aron-baynes,46,C-F,6-10,260,"DEC 09, 1986",34.0,8,Washington State,203382,
1610612761,2020,00,DeAndre' Bembry,DeAndre',deandre-bembry,95,G-F,6-5,210,"JUL 04, 1994",26.0,4,St. Joseph's (PA),1627761,
